Date,Open,High,Low,Close,Volume
2016-07-15,24881,24980,24815,24914,1318
2016-07-18,24800,24950,24800,24902,893
2016-07-19,24950,24950,24840,24913,865
2016-07-20,24861,24915,24650,24690,1103
2016-07-21,24655,24870,24612,24853,1248
2016-07-22,24870,24870,24605,24683,924
2016-07-25,24650,24650,24500,24625,623
2016-07-26,24558,24858,24558,24669,349
2016-07-27,24669,24799,24620,24744,260
2016-07-28,24800,24917,24300,24617,247
2016-07-29,24775,24860,24701,24771,150
2016-08-01,25059,25091,25022,25051,730
2016-08-02,25020,25217,25001,25198,1212
2016-08-03,25180,25270,25135,25157,928
2016-08-04,25126,25262,25061,25229,949
2016-08-05,25190,25265,24880,24914,1642
2016-08-08,24985,24985,24817,24908,769
2016-08-09,24889,24998,24840,24978,786
2016-08-10,24999,25096,24993,25016,873
2016-08-11,24985,25040,24940,24950,730
2016-08-12,24930,25077,24883,24933,953
2016-08-16,25000,25090,24971,25070,909
2016-08-17,25070,25070,24980,25041,594
2016-08-18,25099,25120,25010,25094,721
2016-08-19,25040,25085,25016,25033,581
2016-08-22,24940,25030,24903,25015,729
2016-08-23,24999,25049,24969,25026,445
2016-08-24,24990,24997,24666,24731,1002
2016-08-25,24728,24765,24535,24557,510
2016-08-26,24580,24860,24400,24564,297
2016-08-29,24525,24824,24525,24657,194
2016-08-30,24591,24691,24405,24461,146
2016-08-31,24550,24569,24400,24434,134
2016-09-01,24600,24712,24561,24680,945
2016-09-02,24691,24869,24645,24788,1015
2016-09-05,24849,24885,24773,24796,222
2016-09-06,24791,25100,24771,25074,1130
2016-09-07,25100,25120,25002,25016,994
2016-09-08,25051,25071,24948,24959,730
2016-09-09,24965,25015,24930,24984,746
2016-09-12,24924,25016,24860,24916,730
2016-09-13,24968,24968,24904,24914,346
2016-09-14,24890,24919,24875,24902,387
2016-09-15,24943,24950,24740,24810,845
2016-09-16,24790,24797,24743,24759,501
2016-09-19,24845,24890,24805,24834,480
2016-09-20,24850,24920,24741,24762,607
2016-09-21,24741,25000,24721,24929,930
2016-09-22,24968,24985,24901,24978,786
2016-09-23,24901,24937,24861,24879,667
2016-09-26,24854,25019,24796,24992,674
2016-09-27,24906,24950,24790,24851,230
2016-09-28,24939,24944,24475,24890,163
2016-09-29,24903,25130,24771,24948,100
2016-09-30,24866,25130,24725,24898,142
2016-10-03,24850,24877,24755,24762,791
2016-10-04,24770,24812,24161,24203,1647
2016-10-05,24225,24290,24052,24122,975
2016-10-06,24134,24150,23842,23891,1307
2016-10-07,23965,24058,23601,23847,1348
2016-10-10,23930,23985,23880,23908,805
2016-10-11,23854,24015,23854,23947,331
2016-10-12,23916,23949,23870,23912,325
2016-10-13,23950,24032,23900,23938,924
2016-10-14,23865,23950,23800,23905,792
2016-10-17,23852,23929,23852,23902,471
2016-10-18,23923,23990,23921,23971,624
2016-10-19,23981,24099,23950,24074,632
2016-10-20,24001,24165,24001,24098,690
2016-10-21,24029,24190,24011,24155,594
2016-10-24,24106,24214,24090,24139,538
2016-10-25,24055,24230,24055,24172,315
2016-10-26,24126,24260,24111,24128,174
2016-10-27,24043,24140,23777,23962,160
2016-10-28,24012,24555,23301,24012,154
2016-10-30,24129,24169,24108,24140,176
2016-10-31,24135,24135,24100,24107,165
2016-11-01,24169,24300,24135,24284,808
2016-11-02,24349,24550,24325,24530,1090
2016-11-03,24478,24559,24221,24421,1066
2016-11-04,24368,24499,24352,24480,828
2016-11-07,24380,24383,24225,24256,800
2016-11-08,24250,24434,24066,24146,1225
2016-11-09,24300,25240,24265,24334,3082
2016-11-10,24431,24511,24330,24376,943
2016-11-11,24356,24380,24101,24154,946
2016-11-14,24200,24200,24043,24155,473
2016-11-15,24180,24199,23865,23942,876
2016-11-16,23949,23999,23752,23793,776
2016-11-17,23794,23820,23662,23688,643
2016-11-18,23562,23619,23430,23463,661
2016-11-21,23550,23575,23420,23511,434
2016-11-22,23550,23580,23473,23524,410
2016-11-23,23476,23559,23325,23386,510
2016-11-24,23437,23448,23051,23129,563
2016-11-25,23000,23121,22760,22927,602
2016-11-28,23070,23170,22977,23038,311
2016-11-29,23447,23669,22918,23183,198
2016-11-30,23141,23647,23077,23561,160
2016-12-01,22980,22980,22770,22807,924
2016-12-02,22850,22937,22825,22917,770
2016-12-05,22976,22977,22705,22830,971
2016-12-06,22800,22808,22694,22706,610
2016-12-07,22725,22794,22680,22782,746
2016-12-08,22762,22850,22715,22733,648
2016-12-09,22701,22740,22620,22664,714
2016-12-12,22750,22750,22558,22691,770
2016-12-13,22632,22687,22610,22638,661
2016-12-14,22675,22684,22512,22627,731
2016-12-15,22549,22549,22185,22225,1781
2016-12-16,22350,22386,22225,22328,1187
2016-12-19,22350,22350,22240,22305,714
2016-12-20,22282,22306,22150,22216,846
2016-12-21,22232,22286,22061,22111,918
2016-12-22,22053,22185,22010,22152,819
2016-12-23,22240,22240,22070,22148,745
2016-12-26,22180,22180,21875,21937,507
2016-12-27,21930,22125,21930,22025,451
2016-12-28,22060,22430,22030,22158,239
2016-12-29,22165,22351,22160,22303,209
2016-12-30,22345,23399,22345,22860,181
2017-01-02,22250,22343,22250,22326,439
2017-01-03,22340,22448,22286,22438,1113
2017-01-04,22385,22519,22385,22501,1151
2017-01-05,22580,22699,22565,22659,1105
2017-01-06,22646,22710,22581,22691,1065
2017-01-09,22715,22849,22678,22813,932
2017-01-10,22827,22994,22809,22938,1029
2017-01-11,22892,23450,22892,23069,1478
2017-01-12,23198,23345,23091,23311,1410
2017-01-13,23278,23359,23250,23331,724
2017-01-16,23399,23499,23399,23427,656
2017-01-17,23488,23547,23446,23534,795
2017-01-18,23530,23587,23501,23535,787
2017-01-19,23505,23505,23363,23393,1044
2017-01-20,23475,23499,23412,23453,721
2017-01-23,23510,23688,23510,23650,786
2017-01-24,23650,24200,23622,23882,437
2017-01-25,23879,24596,23840,24564,529
2017-01-27,24202,24899,24109,24857,467
2017-01-30,24972,24972,22620,23226,1369
2017-01-31,23298,23735,23293,23357,143
2017-02-01,23400,23405,23301,23339,792
2017-02-02,23418,23498,23377,23405,890
2017-02-03,23361,23471,23342,23412,541
2017-02-06,23494,23525,23426,23509,600
2017-02-07,23544,23615,23532,23589,623
2017-02-08,23567,23890,23548,23835,1165
2017-02-09,23816,23924,23655,23681,918
2017-02-10,23650,23777,23580,23765,820
2017-02-13,23740,23862,23679,23687,578
2017-02-14,23714,23771,23644,23666,729
2017-02-15,23630,23735,23621,23719,471
2017-02-16,23748,23830,23735,23801,568
2017-02-17,23785,23850,23765,23815,503
2017-02-20,23780,23899,23765,23811,364
2017-02-21,23801,23900,23756,23862,531
2017-02-22,23808,23900,23800,23881,416
2017-02-23,23651,24045,23651,23992,262
2017-02-24,24100,24248,23881,24124,116
2017-02-27,24000,24189,23810,23987,269
2017-02-28,23887,24700,23887,24307,106
2017-03-01,23851,23899,23801,23867,568
2017-03-02,23890,23890,23705,23727,668
2017-03-03,23725,23755,23580,23614,680
2017-03-06,23660,23676,23565,23587,472
2017-03-07,23580,23580,23500,23510,504
2017-03-08,23510,23510,23288,23307,939
2017-03-09,23252,23309,23136,23159,565
2017-03-10,23102,23155,23055,23114,521
2017-03-13,23103,23138,22980,23040,224
2017-03-14,23150,23150,22900,22920,634
2017-03-15,22905,22940,22842,22887,489
2017-03-16,22986,23248,22986,23146,842
2017-03-17,23190,23244,23156,23220,361
2017-03-20,23248,23305,23106,23244,375
2017-03-21,23255,23475,23150,23444,533
2017-03-22,23434,23495,23380,23469,381
2017-03-23,23442,23538,23436,23493,435
2017-03-24,23493,23579,23435,23526,381
2017-03-27,23599,23787,23260,23506,351
2017-03-28,23572,23572,23440,23516,85
2017-03-29,23325,23609,23325,23532,110
2017-03-30,23650,23659,23111,23257,97
2017-03-31,23380,23700,22907,23411,130
2017-04-03,23400,23449,23372,23400,36
2017-04-04,23455,23530,23448,23491,25
2017-04-05,23470,23470,23355,23372,25
2017-04-06,23415,23444,23313,23366,55
2017-04-07,23420,23466,23326,23354,48
2017-04-10,23350,23425,23325,23366,52
2017-04-11,23381,23575,23365,23551,89
2017-04-12,23580,23622,23559,23589,62
2017-04-13,23650,23720,23601,23693,139
2017-04-17,23735,23738,23686,23712,56
2017-04-18,23673,23740,23587,23718,106
2017-04-19,23750,23750,23575,23597,153
2017-04-20,23597,23620,23565,23607,129
2017-04-21,23614,23700,23567,23670,215
2017-04-24,23610,23610,23470,23533,500
2017-04-25,23487,23530,23336,23357,614
2017-04-26,23338,23349,23270,23319,420
2017-04-27,23336,23398,23335,23372,341
2017-04-28,23399,23495,23359,23476,423
2017-05-01,23415,23460,23320,23336,244
2017-05-02,23397,23397,23281,23300,316
2017-05-03,23405,23405,23210,23240,324
2017-05-04,23200,23200,23000,23034,713
2017-05-05,23094,23171,23020,23032,700
2017-05-08,23187,23187,23017,23040,445
2017-05-09,23051,23089,22950,22959,439
2017-05-10,23049,23049,22950,22978,482
2017-05-11,23032,23033,22942,23012,392
2017-05-12,23079,23079,22985,23013,314
2017-05-15,23030,23097,23005,23014,342
2017-05-16,23088,23090,23053,23081,234
2017-05-17,23100,23395,23100,23371,799
2017-05-18,23399,23610,23351,23512,1439
2017-05-19,23470,23550,23456,23487,538
2017-05-22,23525,23600,23456,23587,453
2017-05-23,23625,23695,23611,23665,449
2017-05-24,23635,23685,23606,23666,414
2017-05-25,23630,23700,23545,23586,255
2017-05-26,23780,23820,23505,23721,234
2017-05-29,23585,23965,23585,23735,89
2017-05-30,23715,23745,23401,23477,130
2017-05-31,23550,24885,23051,24150,130
2017-06-01,23508,23534,23450,23485,337
2017-06-02,23450,23561,23416,23541,455
2017-06-05,23445,23669,23380,23595,503
2017-06-06,23574,23790,23574,23775,503
2017-06-07,23732,23789,23510,23700,319
2017-06-08,23681,23695,23498,23538,626
2017-06-09,23520,23525,23450,23515,445
2017-06-12,23580,23580,23450,23513,394
2017-06-13,23516,23516,23440,23495,305
2017-06-14,23496,23574,23485,23540,471
2017-06-15,23450,23529,23430,23470,444
2017-06-16,23422,23519,23422,23440,256
2017-06-19,23401,23459,23384,23440,307
2017-06-20,23471,23492,23405,23464,289
2017-06-21,23499,23535,23456,23464,251
2017-06-22,23501,23575,23466,23491,273
2017-06-23,23539,23699,23483,23622,316
2017-06-26,23650,23660,23362,23593,165
2017-06-27,23700,23790,23450,23515,188
2017-06-28,23680,23950,23381,23753,117
2017-06-29,23576,23837,23500,23701,86
2017-06-30,23800,24000,23411,23753,64
2017-07-03,23379,23385,23276,23293,389
2017-07-04,23270,23372,23270,23302,322
2017-07-05,23340,23366,23240,23286,548
2017-07-06,23284,23343,23284,23300,225
2017-07-07,23265,23265,22898,22919,1112
2017-07-10,23068,23068,22514,22651,1452
2017-07-11,22625,22626,22496,22565,746
2017-07-12,22620,22654,22579,22603,640
2017-07-13,22630,22630,22415,22469,746
2017-07-14,22494,22516,22362,22492,662
2017-07-17,22624,22640,22499,22582,483
2017-07-18,22570,22644,22556,22616,329
2017-07-19,22627,22627,22565,22582,388
2017-07-20,22557,22593,22531,22566,306
2017-07-21,22575,22750,22575,22733,877
2017-07-24,22700,22776,22680,22700,485
2017-07-25,22700,22745,22530,22598,432
2017-07-26,22513,22613,22470,22549,183
2017-07-27,22640,22685,21953,22624,178
2017-07-28,22552,22647,22401,22603,312
2017-07-31,22572,22700,22572,22626,249
2017-08-01,22796,22960,22796,22876,475
2017-08-02,22851,22865,22713,22756,540
2017-08-03,22707,22725,22595,22713,725
2017-08-04,22661,22783,22610,22636,537
2017-08-07,22655,22655,22585,22627,283
2017-08-08,22605,22679,22583,22616,366
2017-08-09,22690,22895,22690,22877,969
2017-08-10,22899,23139,22880,23079,927
2017-08-11,23150,23225,23010,23124,845
2017-08-14,23010,23135,23010,23059,421
2017-08-16,22992,22992,22900,22924,673
2017-08-17,22990,23113,22982,23066,645
2017-08-18,23124,23344,23052,23135,999
2017-08-21,23100,23190,23100,23148,390
2017-08-22,23047,23145,23047,23075,333
2017-08-23,23081,23100,23030,23070,338
2017-08-24,23083,23083,22601,22930,580
2017-08-25,22875,23091,22830,22957,264
2017-08-28,22975,23150,22975,23102,331
2017-08-29,23168,23594,23168,23473,372
2017-08-30,23301,23560,23293,23457,176
2017-08-31,23500,23615,22900,23439,54
2017-09-01,23821,23950,23785,23924,576
2017-09-04,23955,24237,23955,24162,895
2017-09-05,24220,24885,24085,24157,756
2017-09-06,24144,24550,24140,24204,803
2017-09-07,24250,24350,24122,24296,833
2017-09-08,24372,24419,24232,24261,714
2017-09-11,24200,24200,24045,24094,795
2017-09-12,24051,24051,23950,24025,696
2017-09-13,24096,24110,23952,23970,697
2017-09-14,23932,24038,23919,24010,617
2017-09-15,24032,24090,23920,23948,663
2017-09-18,23910,23940,23751,23765,708
2017-09-19,23762,23829,23720,23751,358
2017-09-20,23765,23832,23765,23794,359
2017-09-21,23700,23780,23594,23699,393
2017-09-22,23721,23990,23700,23771,342
2017-09-25,23653,23890,23636,23819,604
2017-09-26,23899,23989,23832,23882,322
2017-09-27,23790,23920,23500,23692,193
2017-09-28,23649,23848,23332,23599,155
2017-09-29,23579,24000,23314,23636,103
2017-10-03,23801,23868,23715,23742,356
2017-10-04,23758,23835,23550,23568,748
2017-10-05,23520,23625,23520,23542,345
2017-10-06,23557,23598,23480,23582,516
2017-10-09,23700,23724,23626,23712,529
2017-10-10,23785,23830,23739,23814,542
2017-10-11,23850,23870,23601,23790,496
2017-10-12,23868,23918,23802,23900,494
2017-10-13,23913,23920,23839,23904,334
2017-10-16,23878,24101,23878,23936,304
2017-10-17,23900,23900,23800,23843,389
2017-10-18,23876,23900,23720,23747,465
2017-10-19,23820,23838,23750,23792,179
2017-10-20,23713,23794,23705,23748,152
2017-10-23,23725,23764,23680,23739,249
2017-10-24,23796,23796,23652,23698,314
2017-10-25,23612,23698,23550,23613,360
2017-10-26,23610,23635,23421,23503,209
2017-10-27,23451,23600,23402,23495,99
2017-10-30,23560,23580,22900,23296,237
2017-10-31,23450,23650,23366,23408,176
2017-11-01,23520,23645,23470,23614,466
2017-11-02,23620,23644,23576,23602,320
2017-11-03,23599,23620,23461,23496,402
2017-11-06,23490,23654,23490,23643,399
2017-11-07,23641,23690,23601,23659,384
2017-11-08,23629,23740,23629,23718,300
2017-11-09,23699,23741,23661,23730,342
2017-11-10,23728,23838,23691,23713,517
2017-11-13,23650,23770,23650,23763,236
2017-11-14,23755,23777,23685,23755,354
2017-11-15,23722,23811,23722,23745,427
2017-11-16,23760,23760,23708,23722,189
2017-11-17,23701,23800,23660,23773,300
2017-11-20,23765,23799,23650,23667,305
2017-11-21,23680,23684,23615,23640,225
2017-11-22,23635,23717,23590,23685,213
2017-11-23,23660,23690,23615,23633,160
2017-11-24,23725,23725,23355,23502,213
2017-11-27,23311,23700,23311,23571,275
2017-11-28,23652,23675,23451,23543,137
2017-11-29,23600,23735,22853,23318,136
2017-11-30,23440,23500,23307,23377,69
2017-12-01,23528,23680,23487,23618,409
2017-12-04,23590,23590,23470,23484,335
2017-12-05,23519,23530,23325,23340,375
2017-12-06,23435,23435,23325,23333,348
2017-12-07,23350,23350,23127,23156,484
2017-12-08,23121,23121,22988,23020,498
2017-12-11,22949,23025,22921,22934,260
2017-12-12,22947,22996,22822,22851,284
2017-12-13,22851,22934,22810,22903,310
2017-12-14,22955,23074,22946,22977,406
2017-12-15,22950,22986,22929,22958,247
2017-12-18,23000,23088,22971,23070,257
2017-12-19,23014,23060,23010,23036,186
2017-12-20,23065,23072,23012,23055,176
2017-12-21,23085,23086,23000,23010,238
2017-12-22,22932,23055,22932,23002,238
2017-12-26,23055,23150,22823,22943,271
2017-12-27,23099,23280,23051,23232,224
2017-12-28,23300,23550,23272,23410,142
2017-12-29,23420,23628,23101,23166,104
2018-01-01,23470,23475,23420,23457,165
2018-01-02,23462,23549,23454,23474,326
2018-01-03,23464,23530,23464,23507,199
2018-01-04,23510,23510,23405,23495,279
2018-01-05,23500,23545,23455,23478,258
2018-01-08,23445,23500,23445,23474,135
2018-01-09,23490,23509,23430,23455,218
2018-01-10,23486,23658,23420,23609,718
2018-01-11,23619,23680,23609,23662,253
2018-01-12,23605,23823,23605,23787,649
2018-01-15,23841,23959,23841,23916,331
2018-01-16,23944,24035,23943,24004,449
2018-01-17,24047,24047,23971,23988,302
2018-01-18,24051,24051,23843,23943,227
2018-01-19,23938,23983,23870,23961,249
2018-01-22,23962,23983,23921,23972,151
2018-01-23,23985,24042,23975,24023,196
2018-01-24,24046,24630,24035,24422,533
2018-01-25,24700,24700,24460,24644,285
2018-01-29,24890,24890,23905,23950,313
2018-01-30,23895,24336,23468,23614,83
2018-01-31,23918,24100,23918,24022,36
2018-02-01,24150,24440,24138,24392,817
2018-02-02,24448,24596,24329,24416,943
2018-02-05,24345,24442,24345,24413,405
2018-02-06,24544,24625,24390,24407,766
2018-02-07,24408,24490,24252,24270,652
2018-02-08,24270,24323,24080,24298,915
2018-02-09,24225,24300,24165,24221,416
2018-02-12,24300,24315,24237,24272,301
2018-02-13,24260,24334,24251,24287,146
2018-02-14,24350,24560,24270,24412,1170
2018-02-15,24524,24640,24476,24579,783
2018-02-16,24590,24850,24590,24784,517
2018-02-19,24738,24834,24711,24799,251
2018-02-20,24751,24788,24681,24717,425
2018-02-21,24650,24776,24581,24681,409
2018-02-22,24627,24999,24535,24808,349
2018-02-23,24800,24800,24601,24728,269
2018-02-26,24753,24898,24722,24829,177
2018-02-27,24899,24900,24350,24492,213
2018-02-28,24301,24511,23822,24362,56
2018-03-01,24453,24485,24380,24417,572
2018-03-02,24559,24577,24513,24520,224
2018-03-05,24530,24610,24422,24509,588
2018-03-06,24549,24660,24495,24632,471
2018-03-07,24633,24699,24549,24618,366
2018-03-08,24629,24629,24552,24584,210
2018-03-09,24550,24580,24501,24567,304
2018-03-12,24638,24638,24492,24509,260
2018-03-13,24509,24549,24473,24530,254
2018-03-14,24566,24591,24533,24547,288
2018-03-15,24544,24579,24474,24488,226
2018-03-16,24499,24549,24409,24446,295
2018-03-19,24404,24552,24386,24542,260
2018-03-20,24495,24522,24451,24488,310
2018-03-21,24521,24610,24476,24586,333
2018-03-22,24590,24706,24590,24687,231
2018-03-23,24717,25099,24717,24982,164
2018-03-26,25088,25500,24899,25182,258
2018-03-27,25912,25912,24605,24705,198
2018-03-28,24667,24850,24621,24773,41
2018-03-29,24760,24760,24636,24653,238
2018-04-02,24715,24883,24673,24862,604
2018-04-03,24773,24839,24732,24763,554
2018-04-04,24793,24938,24760,24815,1003
2018-04-05,24747,24748,24651,24666,647
2018-04-06,24742,24747,24635,24709,404
2018-04-09,24702,24776,24666,24756,224
2018-04-10,24750,24848,24712,24817,273
2018-04-11,24849,25240,24815,25185,674
2018-04-12,25132,25190,24950,24970,577
2018-04-13,25145,25150,24899,25046,464
2018-04-16,25151,25190,25066,25143,358
2018-04-17,25137,25218,25110,25196,293
2018-04-18,25141,25430,25141,25375,881
2018-04-19,25455,25527,25266,25390,545
2018-04-20,25310,25379,25284,25318,310
2018-04-23,25305,25379,25165,25309,392
2018-04-24,25380,25380,25172,25320,252
2018-04-25,25452,25452,25254,25369,157
2018-04-26,25260,25375,25260,25314,82
2018-04-27,25470,25471,25160,25293,144
2018-04-30,25101,25299,24806,24849,156
2018-05-01,24900,24975,24900,24935,140
2018-05-02,24950,25036,24905,24938,317
2018-05-03,24922,25049,24912,25020,318
2018-05-04,25025,25070,24971,25056,204
2018-05-07,25154,25200,25101,25158,323
2018-05-08,25229,25229,25108,25162,250
2018-05-09,25172,25240,25155,25213,239
2018-05-10,25270,25339,25200,25281,329
2018-05-11,25349,25410,25245,25384,391
2018-05-14,25301,25400,25301,25371,185
2018-05-15,25353,25365,25181,25212,264
2018-05-16,25299,25299,25000,25051,566
2018-05-17,25075,25099,24972,25067,196
2018-05-18,25056,25150,25033,25107,233
2018-05-21,25125,25125,24990,25106,228
2018-05-22,25101,25199,25027,25169,301
2018-05-23,25266,25325,25146,25294,394
2018-05-24,25310,25451,25263,25407,340
2018-05-25,25369,25379,25235,25258,141
2018-05-28,25200,25200,25060,25103,157
2018-05-29,25175,25256,25120,25151,108
2018-05-30,25141,25141,24900,24973,55
2018-05-31,25040,25175,24900,25079,56
2018-06-01,25051,25055,24912,24935,352
2018-06-04,24984,24985,24870,24884,512
2018-06-05,24876,25000,24836,24984,306
2018-06-06,24940,25029,24855,24888,218
2018-06-07,24900,25070,24900,25056,395
2018-06-08,25002,25139,25002,25057,315
2018-06-11,25117,25117,24971,25044,223
2018-06-12,25025,25030,24934,25004,295
2018-06-13,24961,25029,24961,25002,189
2018-06-14,25029,25098,25029,25071,445
2018-06-15,25129,25129,24829,24911,417
2018-06-18,24942,24942,24760,24776,598
2018-06-19,24805,24848,24720,24730,273
2018-06-20,24750,24776,24652,24717,228
2018-06-21,24706,24706,24450,24473,643
2018-06-22,24688,24688,24012,24088,649
2018-06-25,24210,24417,23830,24148,722
2018-06-26,24226,24298,24110,24181,272
2018-06-27,24298,24320,24110,24257,131
2018-06-28,24390,24457,23975,24126,120
2018-06-29,24250,24250,24001,24021,123
2018-07-02,24308,24365,24176,24216,320
2018-07-03,24251,24340,24173,24327,358
2018-07-04,24355,24435,24335,24404,269
2018-07-05,24410,24449,24346,24426,235
2018-07-06,24409,24500,24358,24370,221
2018-07-09,24410,24485,24385,24407,305
2018-07-10,24409,24465,24306,24335,286
2018-07-11,24301,24343,24175,24206,235
2018-07-12,24210,24210,24051,24068,407
2018-07-13,24051,24090,23950,24002,325
2018-07-16,24089,24089,23950,23966,164
2018-07-17,23905,23974,23511,23651,408
2018-07-18,23660,23660,23450,23589,410
2018-07-19,23579,23670,23480,23620,420
2018-07-20,23580,23700,23517,23685,415
2018-07-23,23677,23800,23631,23670,293
2018-07-24,23660,23750,23576,23669,333
2018-07-25,23650,23809,23451,23527,420
2018-07-26,23578,23744,23526,23643,272
2018-07-27,23626,23639,23556,23588,138
2018-07-30,23550,23700,23460,23533,147
2018-07-31,23700,23700,23503,23513,99
2018-08-01,23701,23730,23590,23604,316
2018-08-02,23604,23640,23550,23567,261
2018-08-03,23531,23628,23480,23584,330
2018-08-06,23566,23610,23501,23559,164
2018-08-07,23649,23649,23475,23499,481
2018-08-08,23549,23549,23489,23493,192
2018-08-09,23510,23532,23485,23517,194
2018-08-10,23549,23600,23496,23557,338
2018-08-13,23533,23625,23533,23567,309
2018-08-14,23530,23610,23470,23526,776
2018-08-16,23500,23500,23195,23229,615
2018-08-17,23245,23305,23214,23232,286
2018-08-20,23279,23310,23235,23296,265
2018-08-21,23330,23450,23321,23418,479
2018-08-22,23500,23520,23423,23433,197
2018-08-23,23380,23544,23341,23475,431
2018-08-24,23530,23689,23456,23662,478
2018-08-27,23630,23818,23630,23739,361
2018-08-28,23780,23888,23601,23758,272
2018-08-29,23747,23894,23743,23854,87
2018-08-30,23827,23949,23800,23853,97
2018-08-31,23801,24040,23801,23926,93
2018-09-03,24000,24100,23979,24090,364
2018-09-04,24060,24087,24001,24024,327
2018-09-05,24130,24233,24001,24109,295
2018-09-06,24187,24338,24152,24228,506
2018-09-07,24250,24250,24145,24192,225
2018-09-10,24151,24375,24151,24343,415
2018-09-11,24300,24400,24257,24368,314
2018-09-12,24333,24421,24240,24327,372
2018-09-13,24201,24343,24201,24235,118
2018-09-14,24246,24326,24100,24205,277
2018-09-17,24214,24380,24214,24366,441
2018-09-18,24329,24520,24313,24440,411
2018-09-19,24478,24532,24355,24366,299
2018-09-20,24351,24458,24351,24386,88
2018-09-21,24430,24530,24364,24400,224
2018-09-24,24372,24475,24372,24435,160
2018-09-25,24422,24570,24360,24509,185
2018-09-26,24436,24620,24420,24496,91
2018-09-27,24487,24543,24013,24241,97
2018-09-28,24231,24259,24055,24123,51
2018-10-01,24148,24566,24148,24540,478
2018-10-03,24570,24850,24570,24771,475
2018-10-04,24800,24887,24635,24837,481
2018-10-05,24763,24969,24705,24957,437
2018-10-08,24857,24888,24713,24728,422
2018-10-09,24751,24840,24735,24761,337
2018-10-10,24640,24853,24640,24790,294
2018-10-11,24854,25171,24811,25150,743
2018-10-12,25120,25120,25011,25090,471
2018-10-15,25140,25405,25124,25358,840
2018-10-16,25380,25470,25325,25335,410
2018-10-17,25300,25357,25230,25309,462
2018-10-18,25380,25436,25295,25407,161
2018-10-19,25400,25403,25327,25349,272
2018-10-22,25376,25376,25125,25194,513
2018-10-23,25191,25431,25191,25372,590
2018-10-24,25320,25369,25151,25216,468
2018-10-25,25299,25390,25051,25120,236
2018-10-26,25170,25700,25170,25286,370
2018-10-29,25335,25343,25152,25214,76
2018-10-30,25220,25648,24950,25434,94
2018-10-31,25399,25499,25150,25183,56
2018-11-01,25330,25424,25275,25404,325
2018-11-02,25360,25370,25260,25315,441
2018-11-05,25320,25388,25293,25318,259
2018-11-06,25333,25390,25292,25307,294
2018-11-07,25400,25400,25235,25289,112
2018-11-08,25287,25287,25025,25176,235
2018-11-09,25140,25160,24950,24962,368
2018-11-12,25040,25095,24940,24969,352
2018-11-13,24930,24939,24516,24654,899
2018-11-14,24605,24695,24490,24674,430
2018-11-15,24695,24736,24637,24672,412
2018-11-16,24671,24850,24671,24828,446
2018-11-19,24833,24878,24681,24752,360
2018-11-20,24740,24800,24687,24732,265
2018-11-21,24702,24739,24670,24714,225
2018-11-22,24730,24768,24558,24576,193
2018-11-23,24530,24537,24465,24482,113
2018-11-26,24400,24580,24300,24450,189
2018-11-27,24401,24499,24113,24274,143
2018-11-28,24299,24436,24120,24248,104
2018-11-29,24290,24290,23961,24090,63
2018-11-30,24056,24140,23953,24019,71
2018-12-03,24301,24620,24301,24598,457
2018-12-04,24600,24786,24600,24747,358
2018-12-05,24700,24788,24640,24763,300
2018-12-06,24776,24890,24761,24793,351
2018-12-07,24806,25050,24727,25034,421
2018-12-10,24978,25445,24978,25336,520
2018-12-11,25500,25555,25159,25273,517
2018-12-12,25235,25238,25142,25165,317
2018-12-13,25111,25182,25010,25034,439
2018-12-14,25012,25075,24974,25019,310
2018-12-17,24907,25085,24907,25068,263
2018-12-18,25080,25080,24546,24745,458
2018-12-19,24610,24850,24610,24796,299
2018-12-20,24700,24868,24641,24843,439
2018-12-21,24800,24955,24728,24836,360
2018-12-24,24890,25040,24637,24879,267
2018-12-26,24841,24960,24701,24870,133
2018-12-27,25082,25199,24615,25013,255
2018-12-28,24950,25042,24900,24914,51
2018-12-31,25004,25149,24801,24907,45
2019-01-01,25011,25050,25000,25034,64
2019-01-02,25051,25180,25003,25146,347
2019-01-03,25208,25325,25170,25241,448
2019-01-04,25280,25280,25014,25046,460
2019-01-07,25099,25200,25024,25119,350
2019-01-08,25050,25200,25039,25179,419
2019-01-09,25183,25381,25110,25329,558
2019-01-10,25384,25385,25250,25292,398
2019-01-11,25290,25380,25272,25331,353
2019-01-14,25370,25460,25368,25451,294
2019-01-15,25422,25500,25422,25491,282
2019-01-16,25470,25539,25459,25523,238
2019-01-17,25480,25580,25480,25516,367
2019-01-18,25539,25558,25442,25451,304
2019-01-21,25489,25515,25409,25438,286
2019-01-22,25415,25500,25410,25471,250
2019-01-23,25497,25537,25458,25525,205
2019-01-24,25481,25560,25456,25527,230
2019-01-25,25565,25850,25510,25775,206
2019-01-28,25998,26397,25990,26265,233
2019-01-29,26265,26325,26103,26309,88
2019-01-30,25775,26599,25775,26566,67
2019-01-31,27362,27998,26000,27077,70
2019-02-01,25986,26499,25906,26453,1350
2019-02-04,26307,26900,26307,26560,931
2019-02-05,26571,26649,26353,26490,362
2019-02-06,26540,26742,26301,26478,600
2019-02-07,26391,26435,26312,26385,288
2019-02-08,26400,26485,26313,26458,403
2019-02-11,26414,26449,26305,26358,437
2019-02-12,26420,26420,26231,26257,331
2019-02-13,26350,26490,26061,26374,561
